,x_i,n,sum1,sum2
0,-20.000000000000000,30.000000000000000,-0.066828961608827,-0.066828965209424
1,-19.800000000000001,29.000000000000000,-0.032838069336702,-0.032838073559105
2,-19.600000000000001,29.000000000000000,0.002844845904606,0.002844844944775
3,-19.400000000000002,29.000000000000000,0.038775218875454,0.038775220513344
4,-19.200000000000003,28.000000000000000,0.07356170637622,0.073561703320593
5,-19.000000000000004,28.000000000000000,0.105719480178515,0.105719481129199
6,-18.800000000000004,28.000000000000000,0.133999612776684,0.133999610785395
7,-18.600000000000005,28.000000000000000,0.157230741413545,0.157230742508546
8,-18.400000000000006,27.000000000000000,0.174400541069189,0.174400540534407
9,-18.200000000000006,27.000000000000000,0.184832670605135,0.184832670260221
10,-18.000000000000007,27.000000000000000,0.187986554748585,0.187986554345116
11,-17.800000000000008,27.000000000000000,0.183658954678381,0.183658953988925
12,-17.600000000000009,26.000000000000000,0.171966312334577,0.17196631222032
13,-17.400000000000009,26.000000000000000,0.153229065099394,0.153229065123014
14,-17.200000000000010,26.000000000000000,0.128156704622913,0.128156704187859
15,-17.000000000000011,26.000000000000000,0.097672266147991,0.097672266361769
16,-16.800000000000011,25.000000000000000,0.062903259483503,0.062903259473387
17,-16.600000000000012,25.000000000000000,0.02523625212119,0.02523625199683
18,-16.400000000000013,25.000000000000000,-0.013900545810508,-0.013900546095101
19,-16.200000000000014,24.000000000000000,-0.052930569455094,-0.052930569305317
20,-16.000000000000014,24.000000000000000,-0.090380309809009,-0.090380309877219
21,-15.800000000000015,24.000000000000000,-0.12468220682432,-0.12468220689334
22,-15.600000000000016,24.000000000000000,-0.154434687210222,-0.154434687268804
23,-15.400000000000016,23.000000000000000,-0.17842649345806,-0.178426493541338
24,-15.200000000000017,23.000000000000000,-0.195559654545697,-0.19555965460313
25,-15.000000000000018,23.000000000000000,-0.205111685963474,-0.205111685936572
26,-14.800000000000018,23.000000000000000,-0.206599645877407,-0.206599645855022
27,-14.600000000000019,22.000000000000000,-0.199830471124907,-0.199830471145106
28,-14.400000000000020,22.000000000000000,-0.18501970917118,-0.185019709162589
29,-14.200000000000021,22.000000000000000,-0.162604349169912,-0.162604349159665
30,-14.000000000000021,22.000000000000000,-0.133371774214146,-0.133371774219995
31,-13.800000000000022,21.000000000000000,-0.098409226629564,-0.098409226629883
32,-13.600000000000023,21.000000000000000,-0.05897456959686,-0.058974569605198
33,-13.400000000000023,21.000000000000000,-0.016604328049909,-0.016604328051471
34,-13.200000000000024,20.000000000000000,0.027096039715455,0.027096039710159
35,-13.000000000000025,20.000000000000000,0.07033378121497,0.070333781215595
36,-12.800000000000026,20.000000000000000,0.111439910742243,0.111439910740955
37,-12.600000000000026,20.000000000000000,0.148746733365724,0.148746733367261
38,-12.400000000000027,19.000000000000000,0.180685487544911,0.180685487546725
39,-12.200000000000028,19.000000000000000,0.205968853994194,0.20596885399209
40,-12.000000000000028,19.000000000000000,0.223440174827456,0.223440174828283
41,-11.800000000000029,19.000000000000000,0.232281126885861,0.232281126885937
42,-11.600000000000030,18.000000000000000,0.232021285036461,0.232021285036353
43,-11.400000000000031,18.000000000000000,0.222461552241625,0.222461552240929
44,-11.200000000000031,18.000000000000000,0.203858858505276,0.203858858506464
45,-11.000000000000032,18.000000000000000,0.176788239915127,0.176788239915368
46,-10.800000000000033,17.000000000000000,0.142149167782732,0.142149167782691
47,-10.600000000000033,17.000000000000000,0.101219590475251,0.101219590475694
48,-10.400000000000034,17.000000000000000,0.055468090724136,0.055468090724275
49,-10.200000000000035,16.000000000000000,0.006643438844003,0.006643438843525
50,-10.000000000000036,16.000000000000000,-0.043458293501897,-0.043458293501658
51,-9.800000000000036,16.000000000000000,-0.092832648440592,-0.092832648440435
52,-9.600000000000037,16.000000000000000,-0.139521031530258,-0.139521031530421
53,-9.400000000000038,15.000000000000000,-0.181655309937529,-0.181655309937696
54,-9.200000000000038,15.000000000000000,-0.217420555862221,-0.217420555862361
55,-9.000000000000039,15.000000000000000,-0.245317826694807,-0.245317826694816
56,-8.800000000000040,15.000000000000000,-0.264076722041566,-0.264076722041636
57,-8.600000000000041,14.000000000000000,-0.272735738261604,-0.272735738261701
58,-8.400000000000041,14.000000000000000,-0.270776579394528,-0.270776579394607
59,-8.200000000000042,14.000000000000000,-0.257993764848457,-0.257993764848408
60,-8.000000000000043,14.000000000000000,-0.234633977670153,-0.2346339776702
61,-7.800000000000042,13.000000000000000,-0.201372483838207,-0.201372483838213
62,-7.600000000000042,13.000000000000000,-0.159221537250243,-0.159221537250275
63,-7.400000000000042,13.000000000000000,-0.109628889071925,-0.109628889071914
64,-7.200000000000042,12.000000000000000,-0.05430213842431,-0.054302138424312
65,-7.000000000000042,12.000000000000000,0.00469537099641,0.00469537099643
66,-6.800000000000042,12.000000000000000,0.065224764381712,0.065224764381711
67,-6.600000000000041,12.000000000000000,0.124983067871987,0.124983067871998
68,-6.400000000000041,11.000000000000000,0.181617133731186,0.18161713373118
69,-6.200000000000041,11.000000000000000,0.232906712226552,0.232906712226555
70,-6.000000000000041,11.000000000000000,0.276679204971219,0.276679204971217
71,-5.800000000000041,11.000000000000000,0.311025602934958,0.31102560293496
72,-5.600000000000041,10.000000000000000,0.334348836536497,0.334348836536497
73,-5.400000000000040,10.000000000000000,0.345352275689591,0.345352275689596
74,-5.200000000000040,10.000000000000000,0.343226407359094,0.343226407359094
75,-5.000000000000040,10.000000000000000,0.327580635863409,0.327580635863409
76,-4.800000000000040,9.000000000000000,0.29848777612889,0.298487776128891
77,-4.600000000000040,9.000000000000000,0.256547431693752,0.256547431693753
78,-4.400000000000039,9.000000000000000,0.202773190221647,0.202773190221648
79,-4.200000000000039,8.000000000000000,0.138666507676506,0.138666507676508
80,-4.000000000000039,8.000000000000000,0.066051902242393,0.066051902242394
81,-3.800000000000039,8.000000000000000,-0.012817402716147,-0.012817402716147
82,-3.600000000000039,8.000000000000000,-0.09546410542097,-0.095464105420971
83,-3.400000000000039,7.000000000000000,-0.179239389820394,-0.179239389820394
84,-3.200000000000038,7.000000000000000,-0.261348726132988,-0.261348726132988
85,-3.000000000000038,7.000000000000000,-0.339061047690241,-0.339061047690241
86,-2.800000000000038,7.000000000000000,-0.409709992001174,-0.409709992001174
87,-2.600000000000038,6.000000000000000,-0.47081016617186,-0.47081016617186
88,-2.400000000000038,6.000000000000000,-0.520182394060792,-0.520182394060792
89,-2.200000000000037,6.000000000000000,-0.555962118680827,-0.555962118680826
90,-2.000000000000037,6.000000000000000,-0.576724537037035,-0.576724537037035
91,-1.800000000000037,5.000000000000000,-0.581520514753126,-0.581520514753126
92,-1.600000000000037,5.000000000000000,-0.569896914488893,-0.569896914488893
93,-1.400000000000037,5.000000000000000,-0.541947940141326,-0.541947940141326
94,-1.200000000000037,4.000000000000000,-0.49828560000001,-0.49828560000001
95,-1.000000000000038,4.000000000000000,-0.440049913194457,-0.440049913194457
96,-0.800000000000038,4.000000000000000,-0.36884195555557,-0.36884195555557
97,-0.600000000000038,3.000000000000000,-0.286702500000016,-0.286702500000016
98,-0.400000000000038,3.000000000000000,-0.196026666666684,-0.196026666666684
99,-0.200000000000038,3.000000000000000,-0.099500833333352,-0.099500833333352
